date,best_local_ct_per_liter,top_3_dealers
2026-03-22,148.83,"[{""name"": ""Regiotankservice e.K"", ""price_ct_per_liter"": 148.83, ""rating"": 99}, {""name"": ""Axtrans GmbH & Co.KG"", ""price_ct_per_liter"": 148.95, ""rating"": 99}, {""name"": ""Das Ölmännchen GmbH"", ""price_ct_per_liter"": 150.52, ""rating"": 97}]"
