date,best_local_ct_per_liter,top_3_dealers
2026-03-22,146.72,"[{""name"": ""Regiotankservice e.K"", ""price_ct_per_liter"": 146.72, ""rating"": 99}, {""name"": ""Das Ölmännchen GmbH"", ""price_ct_per_liter"": 149.69, ""rating"": 97}, {""name"": ""Axtrans GmbH & Co.KG"", ""price_ct_per_liter"": 149.69, ""rating"": 99}]"
